Location,Price,İlan Tarihi,İlan no,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Krediye Uygun,Isıtma Tipi,Bina Yaşı,"Görüntülü Ev Gezintisi
?",Mobilya Durumu,Kullanım Durumu,Yapının Durumu,Depozito,Aidat,Kimden,Konut Şekli,Hayvan Dostu Patili Evler,Tapu Durumu,m²,Bölüm/Oda Sayısı,Kapalı Alan,Yapı Tipi,Dış Cephe,Zemin Etüdlü,Ada,Parsel,Otopark,Devren,Tavan Yüksekliği,Arsa Alanı,Takasa Uygun,Kat Yüksekliği,Yıldız Sayısı,Kapasite,Kiralama Süresi,İmar Durumu,Parselli
"Mustafa Kemal, Ataşehir
, İstanbul",3.500.000 TL,17 Haziran 2024,4917869,-,,,,,,Hayır,Klima,,,,,,0 TL,0 TL (aylık),,,,,800m²,,,,,,,,,,,,,,,,,,
"Nisbetiye, Beşiktaş
, İstanbul",60.000 TL,17 Haziran 2024,4884367,180,210m²,3+1,3,5,3,Hayır,Merkezi Sistem,26-30 arası,?,Eşyalı (Mobilyalı),Boş,,,,Danışman,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caddebostan, Kadıköy
, İstanbul",89.990 TL,17 Haziran 2024,4931375,140,168m²,4+1,3,8,8,Hayır,Merkezi Sistem,3,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Göztepe, Kadıköy
, İstanbul",85.000 TL,17 Haziran 2024,5055484,140,168m²,4+1,2,10-20 arası,6,Hayır,Kombi (Doğalgaz),16-20 arası,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Caddebostan, Kadıköy
, İstanbul",80.000 TL,17 Haziran 2024,5055473,100,120m²,3+1,2,10-20 arası,7,Hayır,Kombi (Doğalgaz),6-10 arası,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Göztepe, Kadıköy
, İstanbul",85.000 TL,17 Haziran 2024,5055479,140,168m²,4+1,2,10-20 arası,13,Hayır,Kombi (Doğalgaz),16-20 arası,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Koza, Esenyurt
, İstanbul",40.000 TL,17 Haziran 2024,4918609,207,,,,,,Hayır,Merkezi Sistem (Isı Payı Ölçer),,,,,,0 TL undefined,0 TL (aylık),,,,,208m²,2,,,,,,,,,,,,,,,,,
"Yenimahalle, Bağcılar
, İstanbul",20.000 TL,17 Haziran 2024,5072901,90,,,,5,Giriş Katı,Hayır,,21-25 arası,,,Boş,,20.000 TL,0 TL (aylık),,,,Arsa Tapulu,100m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caddebostan, Kadıköy
, İstanbul",60.000 TL,17 Haziran 2024,4891681,80,115m²,2+1,2,10-20 arası,8,Hayır,Merkezi Sistem (Isı Payı Ölçer),1,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Selahaddin Eyyubi, Esenyurt
, İstanbul",10.000 TL,17 Haziran 2024,4903159,85,100m²,2+1,1,6,Zemin Kat,Hayır,Kombi (Doğalgaz),0,?,Eşyasız,Boş,Sıfır,20.000 TL undefined,100 TL (aylık),Danışman,Giriş Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Seyrantepe, Kağıthane
, İstanbul",35.000 TL,17 Haziran 2024,4939345,60,80m²,1+1,1,20 ve üzeri,,Hayır,Yerden Isıtma,6-10 arası,,Eşyasız,Boş,Sıfır,70.000 TL undefined,2.300 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Örnek, Esenyurt
, İstanbul",140.000 TL,17 Haziran 2024,5072891,,,,,,,Hayır,Kombi (Doğalgaz),5,,,Boş,İkinci El,0 TL undefined,,,,,,1150m²,,,,,Evet,,,,,,,,,,,,,
"Kirazlı, Bağcılar
, İstanbul",17.500 TL,17 Haziran 2024,5072898,80,,,,,Yüksek Giriş,Hayır,,,,,Boş,,25.000 TL,0 TL (aylık),,,,Arsa Tapulu,90m²,1,,,,,,,,,,,,,,,,,
"Yenişehir, Ataşehir
, İstanbul",35.000 TL,18 Haziran 2024,4919986,,,,,,,Hayır,,,,,,,0 TL undefined,0 TL (aylık),,,,,280m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cennet, Küçükçekmece
, İstanbul",2.500.000 TL,17 Haziran 2024,5073134,,,,,3,,Hayır,Yok,21-25 arası,,,,,0 TL undefined,,,,,,140m²,,,,,,,,,,,,,,,,,,
"Şehit Muhtar, Beyoğlu
, İstanbul",14.000 TL,18 Haziran 2024,4980409,40,60m²,1+0 (Stüdyo),1,5,3,Hayır,Merkezi Sistem,21-25 arası,,Eşyalı (Mobilyalı),,İkinci El,20.000 TL,100 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",150.000 TL,18 Haziran 2024,5085589,,,,,,,Hayır,,16-20 arası,,,,,,,,,,,1200m²,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",100.000 TL,17 Haziran 2024,3908217,,,,,10-20 arası,2,Hayır,Kombi (Doğalgaz),5,,,Boş,,0 TL,0 TL (aylık),Danışman,,,,160m²,1,,,,,,,,,,,,,,,,,
"Meşrutiyet, Şişli
, İstanbul",26.000 TL,17 Haziran 2024,4848193,70,75m²,1+1,1,3,3,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,?,Eşyalı (Mobilyalı),Boş,İkinci El,26.000 TL undefined,0 TL (aylık),Danışman,Ara Kat,Evet,,,,,,,,,,,,,,,,,,,,
"Vişnezade, Beşiktaş
, İstanbul",290.000 TL,17 Haziran 2024,4983397,160,210m²,2+1,3,10-20 arası,Bahçe katı,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,?,Eşyalı (Mobilyalı),Boş,İkinci El,,,Danışman,Bahçe Katı,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Molla Hüsrev, Fatih
, İstanbul",100.000 TL,16 Haziran 2024,5061356,-,,,,,,Hayır,Kombi (Doğalgaz),26-30 arası,,,,,0 TL undefined,0 TL (aylık),,,,,270m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ataköy 7-8-9-10. Kısım, Bakırköy
, İstanbul",28.000 TL,16 Haziran 2024,5072540,,,,,,6,Hayır,Merkezi Sistem (Isı Payı Ölçer),4,,,,,0 TL undefined,0 TL (aylık),,,,,60m²,,,,,,,,,,,,,,,,,,
"Ayazağa, Sarıyer
, İstanbul",115.000 TL,17 Haziran 2024,4980734,190,225m²,4+1,3,10-20 arası,,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyasız,Boş,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",100.000 TL,17 Haziran 2024,4980791,180,255m²,4+1,3,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fındıklı, Maltepe
, İstanbul",15.000 TL,17 Haziran 2024,5072783,80,110m²,2+1,1,4,Giriş Katı,Hayır,Kombi (Doğalgaz),11-15 arası,,Eşyasız,Boş,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",200.000 TL,16 Haziran 2024,3870285,,,,,6,4,Hayır,Kombi (Doğalgaz),21-25 arası,,,Boş,,0 TL undefined,0 TL (aylık),Danışman,,,İskanı Alınmış,1100m²,9,,,,,,,,,,,,4 (metre) undefined,,,,,
"Haznedar, Güngören
, İstanbul",790.000 TL,16 Haziran 2024,5061327,-,,,,,,Hayır,Kombi (Doğalgaz),,,,,,0 TL undefined,0 TL (aylık),,,,,100m²,2,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",65.000 TL,17 Haziran 2024,4980717,130,170m²,3+1,2,10-20 arası,,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyasız,Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",80.000 TL,17 Haziran 2024,4980575,130,190m²,3+1,2,10-20 arası,,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",90.000 TL,17 Haziran 2024,4980714,180,200m²,4+1,2,20 ve üzeri,,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyasız,Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Kartaltepe, Küçükçekmece
, İstanbul",40.000 TL,16 Haziran 2024,4374773,110,,,,,,Hayır,Fancoil,2,,,,,0 TL undefined,0 TL (aylık),,,,,120m²,1,,,,,,,,,,,,,,,,,
"Çayırbaşı, Sarıyer
, İstanbul",32.000 TL,15 Haziran 2024,5085380,90,95m²,2+1,1,4,Yüksek Giriş,Hayır,Kombi (Doğalgaz),11-15 arası,?,Eşyasız,Boş,İkinci El,32.000 TL,1.500 TL (aylık),Danışman,Bahçe Katı,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Ataköy 7-8-9-10. Kısım, Bakırköy
, İstanbul",55.000 TL,15 Haziran 2024,5085461,110,125m²,3+1,1,10-20 arası,8,Hayır,Merkezi Sistem,26-30 arası,?,Eşyalı (Mobilyalı),Boş,İkinci El,165.000 TL undefined,,Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Ahmetli, Şile
, İstanbul",50.000 TL,15 Haziran 2024,4955068,70,1650m²,2+1,1,2,Müstakil,Hayır,Kombi (Doğalgaz),6-10 arası,?,Eşyalı (Mobilyalı),Boş,İkinci El,,,Danışman,Çatı Dubleksi,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Çengeldere, Beykoz
, İstanbul",32.000 TL,15 Haziran 2024,5021412,70,95m²,1+1,1,3,3,Hayır,,16-20 arası,,Eşyasız,Boş,,0 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Levent, Beşiktaş
, İstanbul",345.000 TL,15 Haziran 2024,2950621,700,750m²,5+3,5,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Sadece Beyaz Eşya,Boş,İkinci El,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Cumhuriyet, Küçükçekmece
, İstanbul",28.000 TL,15 Haziran 2024,4981892,170,190m²,4+2,2,4,4,Hayır,Kombi (Doğalgaz),6-10 arası,?,Sadece Mutfak,Boş,İkinci El,,,Danışman,Ara Dubleks,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"Kozyatağı, Kadıköy
, İstanbul",42.500 TL,15 Haziran 2024,5070772,110,140m²,3+1,1,7,4,Hayır,Merkezi Sistem,31-35 arası,?,Eşyalı (Mobilyalı),Mülk Sahibi,İkinci El,90.000 TL,1.500 TL (aylık),Danışman,Ara Kat,,,,,,,,,1351,167,,,,,,,,,,,
"Cevizli, Maltepe
, İstanbul",25.000 TL,15 Haziran 2024,5040575,45,58m²,1+1,1,20 ve üzeri,13,Hayır,Kombi (Doğalgaz),5,,Eşyasız,Boş,İkinci El,50.000 TL,2.500 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Caddebostan, Kadıköy
, İstanbul",130.000 TL,15 Haziran 2024,5021603,200,240m²,4+1,3,3,Bahçe katı,Hayır,Klima,26-30 arası,,Eşyalı (Mobilyalı),Mülk Sahibi,,130.000 TL undefined,0 TL (aylık),Danışman,Bahçe Dubleksi,,Kat Mülkiyeti,,,,,,,383,10,,,,,,,,,,,
"İnönü, Küçükçekmece
, İstanbul",15.000 TL,15 Haziran 2024,5070135,110,135m²,3+1,1,8,5,Hayır,Kombi (Doğalgaz),26-30 arası,,,Boş,İkinci El,0 TL undefined,700 TL (aylık),,,,Arsa Tapulu,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yenimahalle, Bakırköy
, İstanbul",18.000 TL,15 Haziran 2024,5005215,70,80m²,2+1,1,5,Giriş Katı,Hayır,Merkezi Sistem,31-35 arası,,Eşyalı (Mobilyalı),Kiracılı,,36.000 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Halil Rıfat Paşa, Şişli
, İstanbul",29.000 TL,15 Haziran 2024,4363349,,,,,,2,Hayır,Kombi (Doğalgaz),3,,,,,0 TL,0 TL (aylık),,,,,205m²,,,,,,,,,,,,,,,,,,
"Yenibosna Merkez, Bahçelievler
, İstanbul",385.000 TL,16 Haziran 2024,5029691,,,,,3,,Hayır,Kat Kaloriferi,21-25 arası,,,Boş,İkinci El,0 TL,,,,,,2500m²,,1500 (m²),,,Evet,,,,,,1000 (m²),,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"İnkılap, Ümraniye
, İstanbul",19.000 TL,15 Haziran 2024,5070686,70,80m²,2+1,1,5,Zemin Kat,Hayır,Kombi (Doğalgaz),26-30 arası,?,Eşyasız,Mülk Sahibi,İkinci El,19.000 TL undefined,800 TL (aylık),Danışman,,,Kat İrtifakı,,,,,,,2053,12,,,,,,,,,,,
"Osmanağa, Kadıköy
, İstanbul",25.000 TL,15 Haziran 2024,5070000,70,80m²,2+1,1,4,2,Hayır,Yok,31-35 arası,?,Eşyasız,Boş,İkinci El,25.000 TL,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Altunizade, Üsküdar
, İstanbul",22.500 TL,15 Haziran 2024,5041039,,,,,4,Giriş Katı,Hayır,Kombi (Doğalgaz),0,,,Boş,,22.500 TL,0 TL (aylık),Danışman,,,İskanı Alınmış,25m²,1,,,,,,,,,,,,,,,,,
"Ünalan, Üsküdar
, İstanbul",33.000 TL,15 Haziran 2024,4955244,75,90m²,3+1,1,3,1,Hayır,,0,?,Eşyasız,Boş,,31.000 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Dumlupınar, Kadıköy
, İstanbul",27.000 TL,15 Haziran 2024,5085298,35,50m²,1+1,1,20 ve üzeri,20 ve üzeri,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,?,Eşyasız,Boş,İkinci El,54.000 TL undefined,2.450 TL (aylık),Danışman,En Üst Kat,Evet,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
"İdealtepe, Maltepe
, İstanbul",2.500.000 TL,15 Haziran 2024,4736096,,,,,10-20 arası,,Hayır,Klima,6-10 arası,,,,,0 TL undefined,0 TL (aylık),,,,,20000m²,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",200.000 TL,15 Haziran 2024,5085337,,,,,6,,Hayır,Kombi (Doğalgaz),11-15 arası,,,Boş,Sıfır,200.000 TL undefined,,Danışman,,,Kat Mülkiyeti,1150m²,,,,,Hayır,,,,,3 (metre),,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beştelsiz, Zeytinburnu
, İstanbul",450.000 TL,15 Haziran 2024,5041159,450,,,,,,Hayır,Merkezi Sistem (Isı Payı Ölçer),0,,,Boş,,,,,,,Kat Mülkiyeti,500m²,2,,,,,,,,,,,,,,,,,
"Merkez, Kağıthane
, İstanbul",900.000 TL,15 Haziran 2024,4865892,-,,,,,,Hayır,Merkezi Sistem,,,,,,0 TL undefined,0 TL (aylık),,,,,2800m²,1,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fatih, Sancaktepe
, İstanbul",475.000 TL,15 Haziran 2024,5040812,,,,,,,Hayır,Klima,16-20 arası,,,Mülk Sahibi,,,,,,,,3632m²,,,,,,,,,,,,,5 (metre) undefined,,,,,
"Barbaros, Ataşehir
, İstanbul",46.000 TL,15 Haziran 2024,5021758,,,,,10-20 arası,11,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,,Boş,,92.000 TL undefined,,Danışman,,,Kat Mülkiyeti,137m²,3,,,,,,,,,,,,,,,,,
"Caddebostan, Kadıköy
, İstanbul",105.990 TL,15 Haziran 2024,5017336,136,168m²,4+1,2,10-20 arası,13,Hayır,Kombi (Doğalgaz),2,,Eşyalı (Mobilyalı),Boş,İkinci El,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Merkez, Şişli
, İstanbul",22.000 TL,15 Haziran 2024,5071363,80,90m²,2+1,1,3,Yüksek Giriş,Hayır,Kombi (Doğalgaz),40 ve üzeri,,Eşyasız,Boş,,,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
"Çınar, Esenyurt
, İstanbul",12.500 TL,15 Haziran 2024,5070280,90,95m²,2+1,1,5,3,Hayır,Kombi (Doğalgaz),6-10 arası,,Eşyasız,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Etiler, Beşiktaş
, İstanbul",32.000 TL,14 Haziran 2024,5066238,90,100m²,2+1,1,5,5,Hayır,Kombi (Doğalgaz),36-40 arası,?,,Boş,İkinci El,65.000 TL undefined,,Danışman,En Üst Kat,,,,,,,,,,,,,,,,,,,,,
"Ulus, Beşiktaş
, İstanbul",70.000 TL,14 Haziran 2024,5069380,149,165m²,3+1,1,5,1,Hayır,Merkezi Sistem,26-30 arası,?,Eşyasız,Boş,İkinci El,140.000 TL undefined,,Danışman,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ayvansaray, Fatih
, İstanbul",30.000 TL,16 Haziran 2024,5085468,,,,,,Giriş Katı,Hayır,,,,,Boş,,,,,,,,250m²,4,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yahya Kemal, Kağıthane
, İstanbul",220.000 TL,15 Haziran 2024,4865887,-,,,,,,Hayır,Merkezi Sistem,,,,,,0 TL undefined,0 TL (aylık),,,,,600m²,1,,,,,,,,,,,,,,,,,
"Menderes, Esenler
, İstanbul",10.000 TL,15 Haziran 2024,5070110,60,,,,,Giriş Katı,Hayır,Soba (Doğalgaz),21-25 arası,,,Boş,,,,,,,,70m²,2,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Levazım, Beşiktaş
, İstanbul",580.000 TL,15 Haziran 2024,4282849,350,400m²,5+1,3,,4,Hayır,Klima,4,,,,,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maslak, Sarıyer
, İstanbul",240.000 TL,15 Haziran 2024,4865916,,,,,,10,Hayır,Klima,11-15 arası,,,,,0 TL,0 TL (aylık),,,,,390m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeniköy, Sarıyer
, İstanbul",185.000 TL,16 Haziran 2024,5071470,190,200m²,3+1,3,4,Bahçe katı,Hayır,Kombi (Doğalgaz),31-35 arası,,,Boş,İkinci El,,,Danışman,Bahçe Katı,,Kat Mülkiyeti,,,,Betonarme,,Evet,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",95.000 TL,16 Haziran 2024,5024962,,,,,6,2,Hayır,Kombi (Doğalgaz),2,,,Boş,,0 TL undefined,0 TL (aylık),,,,Kat Mülkiyeti,231m²,4,,,,,,,,,,,,,,,,,
"Çukur, Beyoğlu
, İstanbul",140.000 TL,16 Haziran 2024,5024964,,,,,6,6,Hayır,Kombi (Doğalgaz),2,,,Boş,,0 TL undefined,0 TL (aylık),,,,Kat Mülkiyeti,372m²,5,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mehmet Akif, Ümraniye
, İstanbul",25.000 TL,16 Haziran 2024,5055145,115,145m²,3+1,2,10,5,Hayır,Kombi (Doğalgaz),21-25 arası,,Eşyasız,Boş,,50.000 TL undefined,1.200 TL (aylık),Danışman,,,,,,,,,,,,,,,,,,,,,,
"Mimar Sinan, Tuzla
, İstanbul",17.000 TL,16 Haziran 2024,4955415,85,95m²,2+1,1,10-20 arası,8,Hayır,Kombi (Doğalgaz),,?,Eşyasız,Boş,İkinci El,,583 TL (aylık),Danışman,Ara Kat,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Merkez, Şişli
, İstanbul",30.000 TL,16 Haziran 2024,5061490,,,,,,2,Hayır,Kombi (Doğalgaz),31-35 arası,,,,,0 TL,0 TL (aylık),,,,,130m²,,,,,,,,,,,,,,,,,,
"Merkez, Şişli
, İstanbul",25.000 TL,16 Haziran 2024,5061558,100,120m²,,,5,2,Hayır,Merkezi Sistem,31-35 arası,,,Boş,,0 TL,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Teşvikiye, Şişli
, İstanbul",110.000 TL,16 Haziran 2024,5061544,80,90m²,,,6,2,Hayır,Klima,6-10 arası,,,Boş,,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
"Teşvikiye, Şişli
, İstanbul",125.000 TL,16 Haziran 2024,5061454,100,110m²,,,6,6,Hayır,Klima,6-10 arası,,,Boş,,0 TL undefined,0 TL (aylık),,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",23.000 TL,16 Haziran 2024,5072507,56,83m²,1+1,1,20 ve üzeri,11,Hayır,Merkezi Sistem (Isı Payı Ölçer),6-10 arası,,Eşyalı (Mobilyalı),Kiracılı,,0 TL undefined,0 TL (aylık),,Ara Kat,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Temmuz, Bağcılar
, İstanbul",160.000 TL,16 Haziran 2024,5061341,,,,,,10,Hayır,Fancoil,6-10 arası,,,,,0 TL,31.450 TL (aylık),,,,,450m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeşilköy, Bakırköy
, İstanbul",60.000 TL,16 Haziran 2024,5072496,270,300m²,5+2,2,4,4,Hayır,Klima,26-30 arası,,Eşyasız,Boş,,0 TL,1.500 TL (aylık),,Çatı Dubleksi,,,,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yenibosna Merkez, Bahçelievler
, İstanbul",425.000 TL,16 Haziran 2024,5029710,,,,,,,Hayır,Kombi (Doğalgaz),21-25 arası,,,,,0 TL,,,,,,1800m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bağlar, Bağcılar
, İstanbul",370.000 TL,16 Haziran 2024,5061362,,,,,,,Hayır,Kombi (Doğalgaz),26-30 arası,,,,,0 TL undefined,,,,,,1850m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahmutbey, Bağcılar
, İstanbul",53.000 TL,16 Haziran 2024,4872784,,,,,,18,Hayır,Fancoil,6-10 arası,,,,,0 TL undefined,1.710 TL (aylık),,,,,114m²,,,,,,,,,,,,,,,,,,
N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Karadeniz, Gaziosmanpaşa
, İstanbul",185.000 TL,16 Haziran 2024,5061352,,,,,,,Hayır,Yok,31-35 arası,,,Boş,İkinci El,0 TL undefined,,,,,,950m²,,,,,Evet,,,,,,,,,,,,,
"Muratpaşa, Bayrampaşa
, İstanbul",80.000 TL,16 Haziran 2024,5029728,,,,,,,Hayır,Klima,26-30 arası,,,,,0 TL undefined,,,,,,430m²,,,,,,,,,,,,,,,,,,
"Karadeniz, Gaziosmanpaşa
, İstanbul",180.000 TL,16 Haziran 2024,5061391,,,,,,,Hayır,Yok,31-35 arası,,,,,0 TL,,,,,,950m²,,,,,,,,,,,,,,,,,,
